시군명,사업장명,인허가일자,영업상태명,입소정원(명),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
고양시,성저1단지 경로당,19960517,운영중,80,,경기도 고양시 일산서구 대화동 2212번지,10376,37.6790446900,126.7506012119
고양시,성저7단지 경로당,19951201,운영중,30,경기도 고양시 일산서구 성저로 47,경기도 고양시 일산서구 대화동 2081번지,10368,37.6841019342,126.7519331478
고양시,성저8단지 경로당,19951127,운영중,50,경기도 고양시 일산서구 성저로 75,경기도 고양시 일산서구 대화동 2073번지,10368,37.6854875137,126.7552955314
고양시,성저9단지 경로당,19951101,운영중,23,경기도 고양시 일산서구 성저로 91,경기도 고양시 일산서구 대화동 1997번지,10369,37.6859342625,126.7578221846
고양시,성저10단지 경로당,19960514,운영중,20,경기도 고양시 일산서구 성저로 107,경기도 고양시 일산서구 대화동 2000번지,10369,37.6853512255,126.7590711568
고양시,서촌경로당,19950217,운영중,70,경기도 고양시 일산서구 송산로266번길 338-87,경기도 고양시 일산서구 법곳동 665번지,10213,37.6708216961,126.7163304356
고양시,대화마을 아이파크 경로당,20040430,운영중,38,,경기도 고양시 일산서구 대화동 2582번지,10222,37.6686027509,126.7343831707
고양시,덕이4경로당,19851201,운영중,15,,경기도 고양시 일산서구 덕이동 1002번지,10212,37.6938750203,126.7384871847
고양시,소개울경로당,20100702,운영중,24,경기도 고양시 일산동구 소개울2길 43,경기도 고양시 일산동구 중산동 1736번지,10335,37.6838249891,126.7897643976
고양시,관산심천 경로당,20091014,운영중,0,경기도 고양시 덕양구 통일로799번길 42-9,경기도 고양시 덕양구 관산동 248-23번지,10287,37.6871327897,126.8628114505
고양시,전원마을 경로당,20091202,운영중,0,경기도 고양시 덕양구 통일로214번안길 7,경기도 고양시 덕양구 지축동 766-12번지,10583,37.6554384783,126.8993384317
고양시,관산경로당,20090306,운영중,0,경기도 고양시 덕양구 통일로742번길 28,경기도 고양시 덕양구 관산동 115-4번지,10285,37.6885718508,126.8684207386
고양시,서정마을4단지,20090320,운영중,0,,경기도 고양시 덕양구 행신동 1068번지,10491,37.6209427861,126.8515973157
고양시,서정마을5단지경로당,20090408,운영중,43,경기도 고양시 덕양구 충경로 156,경기도 고양시 덕양구 행신동 1088번지,10533,37.6160265501,126.8470427625
고양시,푸른마을1단지경로당,20090801,운영중,0,,경기도 고양시 덕양구 벽제동 735번지,,37.7247354530,126.8936386553
고양시,소만7단지경로당,19951011,운영중,50,,경기도 고양시 덕양구 행신동 783번지,10529,37.6159995011,126.8403489563
고양시,고곡경로당,19950315,운영중,0,,경기도 고양시 덕양구 관산동 672-13번지,10265,37.7099822990,126.8563156397
고양시,탄현7단지경로당,19951014,운영중,29,,경기도 고양시 일산서구 탄현동 1480번지,10249,37.6973746991,126.7702911048
고양시,후곡18단지경로당,19950609,운영중,38,,경기도 고양시 일산서구 일산동,,37.6895265074,126.7653611336
고양시,중산마을8단지경로당,19950904,운영중,38,경기도 고양시 일산동구 탄중로 398,경기도 고양시 일산동구 중산동 1574번지,10333,37.6890190854,126.7824369003
고양시,문촌5단지경로당,19950609,운영중,25,,경기도 고양시 일산서구 주엽동 6번지,10378,37.6751800499,126.7594104945
고양시,문촌마을1단지경로당,19950724,운영중,37,,경기도 고양시 일산서구 주엽동 1번지,10371,37.6779352698,126.7585739832
고양시,중산마을7단지경로당,19950802,운영중,25,,경기도 고양시 일산동구 중산동 1573-7번지,10333,37.6908192797,126.7815132186
고양시,후곡13단지경로당,19950621,운영중,30,,경기도 고양시 일산서구 일산동 1093번지,10356,37.6759919509,126.7734071001
고양시,대자2경로당,19950315,운영중,0,경기도 고양시 덕양구 성령길 5,경기도 고양시 덕양구 대자동 985-7번지,10280,37.6974846016,126.8786661858
고양시,코오롱레이크폴리스Ⅱ경로당,20050729,운영중,55,경기도 고양시 일산동구 호수로 688,경기도 고양시 일산동구 장항동 749번지,10364,37.6629354482,126.7635758656
고양시,푸른마을2단지경로당,20050721,운영중,0,,경기도 고양시 덕양구 벽제동 720번지,,37.7247354530,126.8936386553
고양시,호수마을1단지경로당,20050812,운영중,31,경기도 고양시 일산동구 정발산로 19,경기도 고양시 일산동구 장항동 863번지,10402,37.6566606957,126.7705768210
고양시,푸른마을 3단지 경로당,20050810,운영중,57,,경기도 고양시 덕양구 고양동 719번지,10270,37.7103102753,126.9028684648
고양시,백송마을2단지경로당,20050826,운영중,30,,경기도 고양시 일산동구 백석동 1186번지,10419,37.6506893094,126.7907883123
고양시,"사리현동 동문아파트1,2단지 경로당",20050914,운영중,0,,경기도 고양시 일산동구 사리현동 186번지,10261,37.6997075711,126.8463688399
고양시,풍원아파트경로당,20051013,운영중,22,,경기도 고양시 일산서구 탄현동 37-2번지,,37.7017360144,126.7706289986
고양시,동문1단지경로당,20051013,운영중,30,,경기도 고양시 일산서구 탄현동 17-52번지,,37.6941500676,126.7753239989
고양시,양지마을1단지경로당,20051019,운영중,20,,경기도 고양시 일산동구 정발산동,,37.6731731834,126.7787432330
고양시,후곡2단지경로당,20051101,운영중,27,,경기도 고양시 일산서구 일산동 1046번지,10372,37.6822628280,126.7644093662
고양시,백송10단지경로당,20050110,운영중,29,경기도 고양시 일산동구 일산로135번길 17,경기도 고양시 일산동구 백석동 1145번지,10445,37.6480526089,126.7925408135
고양시,장월경로당,20050121,운영중,57,경기도 고양시 일산서구 송산로23번길 11,경기도 고양시 일산서구 구산동 1475번지,10200,37.6838775618,126.6817148778
고양시,산들마을3단지경로당,20050214,운영중,50,경기도 고양시 일산서구 고양대로 724-17,경기도 고양시 일산서구 일산동 1654번지,10354,37.6815126459,126.7769270129
고양시,후곡1단지경로당,20050309,운영중,0,,경기도 고양시 일산서구 일산동 1040번지,10372,37.6833496510,126.7627620870
고양시,섬암경로당,20050314,운영중,29,,경기도 고양시 일산동구 성석동 산 129-12번지,10250,37.7097069403,126.7984338810
고양시,중산1단지 경로당,20050321,운영중,22,,경기도 고양시 일산동구 중산동 1555번지,10336,37.6972607361,126.7812899719
고양시,후곡15단지경로당,20050407,운영중,30,,경기도 고양시 일산서구 일산동 1077번지,10374,37.6784068676,126.7689900360
고양시,양지마을3단지경로당,20050502,운영중,0,,경기도 고양시 일산동구 장항동 721번지,,37.6641258527,126.7686268419
고양시,금강아파트경로당,20050509,운영중,20,,경기도 고양시 덕양구 토당동 80번지 106 106동,,37.6322871828,126.8205447302
고양시,햇빛대우코오롱(햇빛212단지)경로당,19980314,운영중,26,,경기도 고양시 덕양구 행신동 905번지,10484,37.6272731450,126.8421482259
고양시,덕은동경로당,19980925,운영중,27,경기도 고양시 덕양구 중앙로62번길 68-10,경기도 고양시 덕양구 덕은동 7-74번지,10539,37.5971909456,126.8808939766
고양시,백일송경로당,19980123,운영중,24,경기도 고양시 일산서구 성저로50번길 23,경기도 고양시 일산서구 대화동 2065번지,10368,37.6841782633,126.7539394821
고양시,풍동성원2차경로당,19980413,운영중,22,경기도 고양시 일산동구 고풍로 44-46,경기도 고양시 일산동구 풍동 551-34번지,10307,37.6646290611,126.7968801924
고양시,선유7경로당,19980227,운영중,29,경기도 고양시 덕양구 선유길 105-14,경기도 고양시 덕양구 선유동 332번지,10276,37.6799615224,126.9085545787
고양시,효자4통경로당,19971014,운영중,52,경기도 고양시 덕양구 흥국사길 24,경기도 고양시 덕양구 지축동 172번지,10580,37.6586846422,126.9419453338
고양시,행신샘터2단지경로당,19970605,운영중,41,경기도 고양시 덕양구 충장로 118-30,경기도 고양시 덕양구 행신동 983번지,10518,37.6208319499,126.8362040580
고양시,대화LG빌리지경로당,20021111,운영중,0,,경기도 고양시 일산서구 대화동 1499번지,10219,37.6695717050,126.7286897873
고양시,고양현대2단지 경로당,20061120,운영중,23,경기도 고양시 덕양구 읍내로 36,경기도 고양시 덕양구 고양동 255번지,10275,37.7014321949,126.8986961835
고양시,풍동주공8단지 경로당,20061211,운영중,40,경기도 고양시 일산동구 숲속마을1로 115,경기도 고양시 일산동구 풍동 1258번지,10306,37.6715701087,126.7989579386
고양시,풍동주공4단지 경로당,20061211,운영중,55,경기도 고양시 일산동구 숲속마을1로 86,경기도 고양시 일산동구 풍동 1265번지,10305,37.6687989482,126.8011757182
고양시,대화3통경로당,20060110,운영중,0,경기도 고양시 일산서구 멱절길86번길 33,경기도 고양시 일산서구 대화동 1926-63번지,10426,37.6568833170,126.7313769301
고양시,구산12통구봉경로당,20060113,운영중,32,경기도 고양시 일산서구 구산로69번길 48,경기도 고양시 일산서구 구산동 449-5번지,10201,37.6920128163,126.7020539157
고양시,블루밍6단지경로당,20060406,운영중,31,,경기도 고양시 일산서구 가좌동 1086번지,10211,37.6894332965,126.7228799211
고양시,블루밍6단지경로당,20060406,운영중,31,,경기도 고양시 일산서구 가좌동,,37.6932656966,126.7167543021
고양시,탄현쌍용스윗닷홈경로당,20060519,운영중,32,경기도 고양시 일산서구 일현로 151,경기도 고양시 일산서구 탄현동 130번지,10241,37.6987053680,126.7644020640
고양시,행신2차 SK VIEW 경로당,20060727,운영중,27,경기도 고양시 덕양구 행신로143번길 54-8,경기도 고양시 덕양구 행신동 630번지,10517,37.6211949433,126.8317290354
고양시,현대2차홈타운경로당,20051103,운영중,27,경기도 고양시 일산서구 고양대로 706-12,경기도 고양시 일산서구 일산동 651-1번지,10353,37.6830194039,126.7733741171
고양시,장성경로당,20051121,운영중,33,경기도 고양시 일산서구 강성로214번길 41-10,경기도 고양시 일산서구 대화동 2166번지,10377,37.6769343306,126.7538503313
고양시,밤가시마을3단지경로당,20051207,운영중,60,경기도 고양시 일산동구 산두로 270,경기도 고양시 일산동구 정발산동 1141번지,10357,37.6752666722,126.7757330750
고양시,사리현동 동문아파트3단지 경로당,20051208,운영중,67,경기도 고양시 일산동구 공릉천로 66,경기도 고양시 일산동구 사리현동 189번지,10261,37.6988174495,126.8477540595
고양시,고운경로당,20051222,운영중,50,,경기도 고양시 일산동구 식사동 657-12번지,,37.6751308079,126.8108162621
고양시,산염경로당,20060109,운영중,66,경기도 고양시 일산동구 장대길 117-11,경기도 고양시 일산동구 장항동 563-3번지,10428,37.6388263907,126.7639931069
고양시,가좌마을청원벽산경로당,20060103,운영중,62,,경기도 고양시 일산서구 가좌동 1088번지,10210,37.6893242394,126.7187194868
고양시,미주7차경로당,20050613,운영중,31,,경기도 고양시 일산서구 탄현동 30-26번지,,37.7017360144,126.7706289986
고양시,쌍용APT경로당,20050617,운영중,40,경기도 고양시 일산서구 탄중로 447,경기도 고양시 일산서구 일산동 576-4번지,10340,37.6867111075,126.7768772321
고양시,성저4단지경로당,20050617,운영중,32,,경기도 고양시 일산서구 대화동 2213번지,10376,37.6797350457,126.7490231705
고양시,강선6단지경로당,20050711,운영중,27,,경기도 고양시 일산서구 주엽동 50번지,10388,37.6725431601,126.7652679217
고양시,능곡현대1차경로당,20030515,운영중,84,경기도 고양시 덕양구 능곡로 30-11,경기도 고양시 덕양구 토당동 364번지,10510,37.6220566359,126.8234808226
고양시,덕이동태영아파트경로당,20031022,운영중,0,경기도 고양시 일산서구 탄중로101번길 36,경기도 고양시 일산서구 덕이동 1521번지,10233,37.6943209568,126.7572163368
고양시,최영자,20030408,운영중,25,경기도 고양시 일산서구 덕산로 282,경기도 고양시 일산서구 덕이동 1037번지,10212,37.6946215400,126.7339378914
고양시,고양청구A 경로당,20030612,운영중,1,경기도 고양시 덕양구 동헌로 408-8,경기도 고양시 덕양구 고양동 399번지,10273,37.7057368824,126.8965582417
고양시,뱀골 경로당,20030521,운영중,22,경기도 고양시 덕양구 지도로92번길 13-28,경기도 고양시 덕양구 토당동 848-8번지 B01호,10511,37.6258263162,126.8258732611
